-6.05505	336.649	0	0	0	0	
-6.05505	336.649	0	0	0	0	
-6.05505	288.011	0	0	0	0	
-5.02294	236.512	0	0	0	0	
-5.02294	197.411	0	0	0	0	
-4.02523	156.403	0	0	0	0	
-4.02523	126.839	0	0	0	0	
-3.06193	96.3215	0	0	0	0	
-3.06193	75.3406	0	0	0	0	
-2.06422	54.3597	0	0	0	0	
-2.06422	42.9155	0	0	0	0	
-1.54817	32.4251	0	0	0	0	
-1.54817	24.7956	0	0	0	0	
24.117	237.466	0	0	0	0	
24.117	198.365	0	0	0	0	
23.2913	165.94	0	0	0	0	
23.2913	133.515	0	0	0	0	
22.328	107.766	0	0	0	0	
22.328	83.9237	0	0	0	0	
21.2959	64.8501	0	0	0	0	
21.2959	48.6376	0	0	0	0	
20.2982	37.1935	0	0	0	0	
20.2982	29.564	0	0	0	0	
