1	-0.00246213	-0.002369646	-0.002258636	0.001590908	0.001701908	0.001794377	-0.001617048	-0.000975456	-0.000333863	0.00030773	0.000949321	-0.02911194	-0.029710207	-0.030242367	-0.030235115	-0.029669181	-0.029032361	-0.030534431	-0.03014745	-0.030359574	-0.030146072	-0.030548137	0.002495024	0.001653743	0.000908714	0.000934262	0.001802509	0.002784196	0.000362406	0.000700494	0.00039014	0.00070956	0.000318661	2.02141E-05	2.02189E-05	2.02247E-05	2.04257E-05	2.04315E-05	2.04363E-05	2.02582E-05	2.02917E-05	2.03251E-05	2.03586E-05	2.03922E-05	9.51096E-05	7.46984E-05	5.10578E-05	-5.93619E-05	-8.70798E-05	-0.000110956	-1.09796E-05	2.44323E-06	-1.14734E-07	-2.37429E-06	1.28374E-05	-6.68779E-05	-5.2799E-05	-3.59163E-05	3.82106E-05	5.62093E-05	7.12518E-05	1.00496E-05	-6.05515E-07	2.40935E-08	5.68144E-07	-1.05441E-05	-1.44E-07
1.004999995	0.016789403	0.017012902	0.017281104	0.026578834	0.026846772	0.027069852	0.018830726	0.020380361	0.021929989	0.02347962	0.025029231	-0.026092492	-0.026380647	-0.026701262	-0.033292178	-0.032709751	-0.032006167	-0.028136944	-0.029017476	-0.030180648	-0.031045986	-0.032580465	0.000145529	0.00032155	0.000491861	0.000935794	0.003400168	0.006219619	0.000804592	0.000697648	0.00024332	0.000810774	-0.000423542	2.62752E-05	2.67588E-05	2.73391E-05	4.74548E-05	4.80345E-05	4.85178E-05	3.06921E-05	3.40449E-05	3.73975E-05	4.07503E-05	4.41035E-05	-1.88895E-05	-1.58912E-05	-1.20606E-05	-0.000166998	-0.000249153	-0.000320051	-9.33261E-07	6.86274E-06	-2.36314E-06	-2.23558E-06	4.04806E-05	-3.03523E-05	-2.82196E-05	-2.61779E-05	3.54334E-05	5.97334E-05	7.91287E-05	-1.48377E-05	-1.47753E-05	-1.44871E-05	-1.50526E-05	-2.92427E-05	2704.71
1.00999999	0.034915712	0.035313826	0.035791572	0.052353725	0.052830752	0.053227704	0.038551942	0.041312322	0.044072699	0.046833087	0.049593411	-0.022466017	-0.022811208	-0.023212008	-0.036391113	-0.035758171	-0.034965731	-0.025567805	-0.027741728	-0.030036137	-0.031930175	-0.034758832	-0.000822263	-0.000239214	0.000320304	0.00103153	0.005175855	0.009955934	0.001335821	0.000925323	0.000189783	0.001097107	-0.001057785	3.73173E-05	3.83006E-05	3.94806E-05	8.0378E-05	8.15562E-05	8.25387E-05	4.62979E-05	5.31146E-05	5.99307E-05	6.67473E-05	7.35654E-05	-6.37497E-05	-5.3079E-05	-4.0395E-05	-0.000281115	-0.000422518	-0.000546156	1.50154E-07	1.34052E-05	-4.42557E-06	-2.99494E-06	7.09275E-05	-3.6672E-05	-3.50185E-05	-3.44933E-05	3.52126E-05	6.53874E-05	8.8335E-05	-3.21304E-05	-3.29988E-05	-2.91735E-05	-3.1578E-05	-4.89694E-05	5544.75
1.017500043	0.061819952	0.062503248	0.063323237	0.091750577	0.09256874	0.093249038	0.068061158	0.072799094	0.07753703	0.082274988	0.08701279	-0.017107548	-0.017559789	-0.018095069	-0.040929742	-0.040143374	-0.039139792	-0.021840081	-0.025860878	-0.029800009	-0.033151213	-0.037949055	-0.002245402	-0.00108956	1.45866E-05	0.001089726	0.007723081	0.015456182	0.002084852	0.001254294	0.000102545	0.001544537	-0.001946636	4.97695E-05	5.14654E-05	5.35007E-05	0.000124032	0.000126063	0.000127757	6.52586E-05	7.70147E-05	8.87695E-05	0.000100525	0.000112286	-0.000127776	-0.000105772	-8.06774E-05	-0.000451168	-0.000684136	-0.00089165	8.94309E-07	2.30013E-05	-7.54431E-06	-5.14632E-06	0.000117684	-4.94006E-05	-4.73318E-05	-4.83068E-05	3.96215E-05	8.04621E-05	0.000109558	-5.70927E-05	-5.92688E-05	-5.01463E-05	-5.56822E-05	-7.98498E-05	9785.96
1.027500033	0.097705677	0.098771974	0.100051619	0.144415841	0.145691559	0.146751285	0.107445717	0.11483983	0.122233965	0.129628152	0.137021974	-0.009990012	-0.01061261	-0.011347166	-0.046852939	-0.04576923	-0.044400513	-0.016981976	-0.023378992	-0.029486835	-0.034736026	-0.042189993	-0.004096754	-0.002202668	-0.00041162	0.000930714	0.010651816	0.022119755	0.002982863	0.001588256	-9.38627E-05	0.00200091	-0.003096783	6.37818E-05	6.63667E-05	6.94691E-05	0.000176968	0.000180061	0.000182645	8.73911E-05	0.000105309	0.000123223	0.00014114	0.000159068	-0.00021233	-0.00017401	-0.000132168	-0.000663641	-0.001015792	-0.001335911	2.39653E-06	3.52671E-05	-1.09776E-05	-8.87487E-06	0.000177752	-7.04267E-05	-6.64985E-05	-6.8612E-05	5.13088E-05	0.000107711	0.000144994	-8.95985E-05	-9.34138E-05	-7.76231E-05	-8.76453E-05	-0.000121584	15460.6
1.037500024	0.133407414	0.134866625	0.136617839	0.197332755	0.199077249	0.200525001	0.146737084	0.156856358	0.166975662	0.17709507	0.187213853	-0.003106464	-0.003893907	-0.004813775	-0.052448396	-0.050966967	-0.049143106	-0.012220529	-0.020891914	-0.029158665	-0.036266319	-0.04635711	-0.005961823	-0.003346046	-0.000881121	0.000633132	0.013330912	0.02846477	0.004087824	0.002099212	-0.000322413	0.002419579	-0.004220361	7.48477E-05	7.81939E-05	8.22103E-05	0.00022137	0.000225373	0.000228721	0.000105412	0.000128606	0.000151794	0.000174986	0.000198199	-0.000296605	-0.000241852	-0.000184574	-0.000870259	-0.001342261	-0.00177892	1.05679E-06	5.03444E-05	-1.2527E-05	-1.36816E-05	0.000237728	-9.15555E-05	-8.5065E-05	-8.78077E-05	7.01047E-05	0.000143141	0.000188857	-0.000120169	-0.000126905	-0.000104797	-0.000119322	-0.000162198	21093.3
1.039999962	0.142369762	0.14392741	0.145796776	0.210608825	0.21247068	0.214015469	0.156598881	0.167401031	0.178203195	0.189005494	0.199807078	-0.001435659	-0.002262915	-0.003226447	-0.05367301	-0.052081116	-0.050137155	-0.011040909	-0.020253841	-0.029048756	-0.036644518	-0.047358215	-0.006510482	-0.003707113	-0.001062567	0.000549286	0.013973671	0.030008977	0.004457608	0.002308057	-0.000398684	0.002508978	-0.004520377	7.6766E-05	8.02307E-05	8.43894E-05	0.00022848	0.000232624	0.000236092	0.000108413	0.000132428	0.000156436	0.00018045	0.000204487	-0.00031883	-0.000259953	-0.000199275	-0.000921117	-0.001422776	-0.00188878	-7.95803E-07	5.5525E-05	-1.21947E-05	-1.50048E-05	0.000252493	-9.66887E-05	-8.95007E-05	-9.22915E-05	7.61322E-05	0.000152909	0.000200565	-0.000127299	-0.00013495	-0.000111749	-0.000127448	-0.000170799	22491.4
1.043750048	0.156016737	0.157725379	0.159775972	0.23087211	0.232913896	0.234607354	0.17162542	0.183474913	0.195324451	0.207174137	0.219023004	0.001035497	0.000150219	-0.000874957	-0.054963611	-0.053187229	-0.051054988	-0.009263496	-0.019299569	-0.028828667	-0.037242446	-0.048739877	-0.007396089	-0.004304055	-0.001380276	0.000274079	0.014805926	0.032214984	0.005085368	0.002684908	-0.000519491	0.002649803	-0.005081502	7.77217E-05	8.1099E-05	8.51529E-05	0.00022562	0.00022966	0.000233043	0.000108571	0.00013198	0.000155381	0.000178787	0.000202222	-0.000353274	-0.000288132	-0.000222627	-0.000998526	-0.001545414	-0.002056088	-4.69729E-06	6.43841E-05	-1.15095E-05	-1.6353E-05	0.000276445	-0.000104225	-9.58774E-05	-9.85485E-05	8.85857E-05	0.000169562	0.000219979	-0.000137963	-0.000146441	-0.000122471	-0.000140229	-0.000178179	24571.9
1.04515624	0.161151439	0.162916869	0.165035605	0.238495126	0.24060455	0.242353871	0.177278936	0.189522341	0.201765791	0.214009359	0.226252109	0.001965314	0.00105841	1.07757E-05	-0.055340469	-0.053494811	-0.051293805	-0.00858788	-0.018935516	-0.028729199	-0.037465706	-0.049225502	-0.007734717	-0.004534954	-0.001507111	9.49405E-05	0.015044601	0.032972086	0.005320871	0.002825077	-0.000574454	0.002693037	-0.005338005	7.78344E-05	8.113E-05	8.50859E-05	0.00022216	0.000226103	0.000229406	0.000107938	0.000130781	0.000153613	0.000176453	0.000199323	-0.000366216	-0.000298692	-0.000231406	-0.001027579	-0.001591606	-0.002119096	-6.25674E-06	6.78345E-05	-1.12495E-05	-1.66312E-05	0.000286093	-0.000107067	-9.82426E-05	-0.000100828	9.36583E-05	0.00017588	0.000227267	-0.000141981	-0.000150645	-0.000126555	-0.000145102	-0.000179882	25345.4
1.047265649	0.168937936	0.170789808	0.173012316	0.250070035	0.252282411	0.254116744	0.185855329	0.198698431	0.211541593	0.224384874	0.237227291	0.003370177	0.00243128	0.001351158	-0.055661745	-0.053711452	-0.051409949	-0.007549623	-0.018369649	-0.028536581	-0.03779529	-0.049875017	-0.008230804	-0.004867856	-0.001682297	-0.000273379	0.015315415	0.034035593	0.005704324	0.003066505	-0.00063204	0.002796079	-0.005753488	7.73438E-05	8.04011E-05	8.40712E-05	0.000211249	0.000214907	0.000217974	0.000105272	0.000126463	0.000147642	0.000168829	0.000190049	-0.000385867	-0.000314723	-0.00024477	-0.001071605	-0.001661989	-0.002215006	-8.75619E-06	7.31509E-05	-1.1035E-05	-1.6784E-05	0.000302094	-0.00011128	-0.000101702	-0.000104086	0.000102216	0.000185658	0.000238467	-0.000148021	-0.000156704	-0.000132857	-0.000152572	-0.000180061	26501.7
