1	1.50346
1	1.44985
1	1.4503
1	1.50293
1	1.50346
1	1.44985
1	1.4503
1	1.50293
1.005	3.47888
1.005	3.37459
1.005	3.33108
1.005	3.44754
1.01	6.29054
1.01	6.10714
1.01	6.03631
1.01	6.24434
1.0175	10.521
1.0175	10.2204
1.0175	10.1085
1.0175	10.4529
1.0275	16.078
1.0275	15.6273
1.0275	15.4629
1.0275	15.9822
1.03	17.4626
1.03	16.975
1.03	16.7976
1.03	17.3598
1.03375	19.5421
1.03375	18.9997
1.03375	18.8029
1.03375	19.429
1.03516	20.3226
1.03516	19.7598
1.03516	19.5557
1.03516	20.2057
1.03727	21.4943
1.03727	20.901
1.03727	20.686
1.03727	21.3714
1.04043	23.2468
1.04043	22.6087
1.04043	22.3774
1.04043	23.1151
1.04518	25.8681
1.04518	25.1639
1.04518	24.9084
1.04518	25.7233
1.04696	26.8508
1.04696	26.1222
1.04696	25.8575
1.04696	26.7011
1.04963	28.3213
1.04963	27.5564
1.04963	27.2783
1.04963	28.1644
1.05063	28.8718
1.05063	28.0933
1.05063	27.8102
1.05063	28.7121
1.05213	29.6947
1.05213	28.8963
1.05213	28.6056
1.05213	29.5311
1.05438	30.9229
1.05438	30.0946
1.05438	29.7928
1.05438	30.7534
1.05776	32.7302
1.05776	31.858
1.05776	31.5399
1.05776	32.5524
1.05903	33.3982
1.05903	32.5097
1.05903	32.1855
1.05903	33.2172
1.06093	34.3907
1.06093	33.4781
1.06093	33.145
1.06093	34.2051
1.06378	35.8539
1.06378	34.9059
1.06378	34.5599
1.06378	35.6618
1.06485	36.4
1.06485	35.4386
1.06485	35.0877
1.06485	36.2053
1.06645	37.2174
1.06645	36.2359
1.06645	35.8778
1.06645	37.0191
1.06886	38.4301
1.06886	37.4187
1.06886	37.0499
1.06886	38.2265
1.07246	40.2297
1.07246	39.1734
1.07246	38.789
1.07246	40.0185
1.07382	40.9047
1.07382	39.8316
1.07382	39.4413
1.07382	40.6907
1.07585	41.9111
1.07585	40.8127
1.07585	40.4137
1.07585	41.6931
1.07889	43.4084
1.07889	42.2722
1.07889	41.86
1.07889	43.1841
1.08346	45.6431
1.08346	44.4506
1.08346	44.0186
1.08346	45.4098
1.08517	46.4804
1.08517	45.2669
1.08517	44.8275
1.08517	46.2437
1.08774	47.75
1.08774	46.5046
1.08774	46.054
1.08774	47.5083
1.09159	49.6688
1.09159	48.3744
1.09159	47.907
1.09159	49.4196
1.09304	50.3869
1.09304	49.0741
1.09304	48.6004
1.09304	50.1348
1.0952	51.4607
1.0952	50.1205
1.0952	49.6374
