1.2760006	5.7318454	
2.7460008	11.48477	
4.2120008	16.97176	
5.7020011	22.136103	
7.1680012	27.191345	
8.6360006	31.962788	
7.434001	24.605038	
5.9620008	18.743956	
4.5020008	13.081968	
3.0480008	7.6539187	
1.5820007	2.2289391	
0.11600062	-3.001193	
-1.3139994	-7.8514099	
-2.7839994	-12.572877	
-4.2539997	-17.692863	
-5.6799998	-22.641172	
-7.1479998	-27.832159	
-8.6119995	-32.83292	
-7.4219999	-25.561359	
-5.9519997	-20.040739	
-4.4819994	-14.545959	
-3.0379996	-9.4413652	
-1.5719994	-4.6322737	
-0.1079994	0.18995036	1
1.3240007	5.1124949	
2.7920008	10.357851	
4.2600007	15.604872	
5.7000008	20.856565	
7.1680012	26.172335	
8.6360006	31.552984	
7.4360008	24.511831	
5.9580007	18.761986	
4.4900007	13.139672	
3.0520008	7.8950782	
1.5820007	2.5635118	
0.11400061	-2.5611284	
-1.3099995	-7.2697854	
-2.7759995	-11.845448	
-4.2439995	-16.756708	
-5.6899996	-21.777611	
-7.1579995	-27.12043	
-8.6259995	-32.421715	
-7.4239998	-25.300865	
-5.9539995	-19.81629	
-4.4859996	-14.394374	
-3.0419996	-9.372716	
-1.5719994	-4.8188081	
-0.1079994	-0.021546286	2
1.3280007	4.8938785	
2.7940006	10.103482	
4.2600007	15.321363	
5.6980009	20.527285	
7.1660008	25.861448	
8.6340008	31.327291	
7.4360008	24.412756	
5.9640007	18.668095	
4.4960008	13.065684	
3.0540009	7.78476	
1.5840007	2.542321	
0.11600062	-2.5219955	
-1.3099995	-7.1614037	
-2.7799995	-11.629586	
-4.2459998	-16.506287	
-5.6899996	-21.498453	
-7.152	-26.809553	
-8.6199999	-32.188122	
-9.5459995	-35.318657	
-11.504	-41.912571	
-9.8940001	-32.567455	
-7.9359999	-25.067879	
-5.9859996	-17.879236	
-4.0539994	-11.213584	
-2.0959995	-5.4571013	
-0.1379994	0.69981134	
1.7720007	7.2184229	
3.7300007	14.080965	
5.6860008	21.050148	
7.5940008	27.886013	
9.552001	34.819378	
11.504002	40.953041	
9.8980007	31.379383	
7.9420009	23.733301	
5.9880009	16.522917	
4.0580006	9.6103172	
2.0980008	2.8115685	
0.14000061	-3.6088696	
-1.7519995	-9.3613052	
-3.7139995	-15.381083	
-5.6739998	-21.817451	
-7.5959997	-28.38925	
-9.5459995	-35.243919	
-11.5	-42.112339	
-9.8959999	-33.060917	
-7.9379997	-25.685091	
-5.9819999	-18.530909	
-4.0459995	-11.866914	
-2.0899994	-6.1865926	
-0.1359994	-0.29201531	
1.7820007	6.0428696	
3.7420008	12.725282	
5.6920009	19.525633	
7.6100011	26.113781	
9.5620012	33.099934	
11.516001	39.926651	
9.9060011	31.129427	
7.9480009	23.54937	
5.9900007	16.390339	
4.0660009	9.5205421	
2.1020007	2.7626824	
0.14600061	-3.6196077	
-1.7679995	-9.3497152	
-3.7239995	-15.259992	
-5.6799998	-21.624086	
-7.5839996	-28.079845	
-9.5419998	-34.901871	
-11.498	-41.882717	
-9.9040003	-32.997223	
-7.948	-25.685066	
-5.9899998	-18.58865	
-4.0519996	-12.027563	
-2.0959995	-6.4193172	
-0.14199939	-0.57812965	
1.7640007	5.6382818	
3.7260008	12.351139	
5.690001	19.121006	
7.598001	25.667282	
9.552001	32.629898	
11.508001	39.582657	
9.9020014	30.848915	
7.9460011	23.347021	
5.9920011	16.221207	
4.0680008	9.4057064	
2.1120007	2.7016022	
0.15200062	-3.6276956	
-1.7619995	-9.2740307	
-3.7259996	-15.180229	
-5.6819997	-21.534166	
-7.5919995	-27.926294	
-9.552	-34.732014	
-11.5	-41.750889	
-13.424	-48.22105	
-15.38	-54.144897	
-17.342001	-59.526775	
-15.73	-49.110844	
-13.77	-41.665565	
-11.812	-34.360752	
-9.8879995	-27.532339	
-7.9239998	-20.770683	
-5.9799995	-14.401968	
-4.0599995	-8.912509	
-2.0979996	-3.6482592	
-0.1439994	2.1794534	
1.7700007	8.327673	
3.7300007	14.767814	
5.684001	21.366615	
7.6000009	27.835413	
9.5600014	34.449425	
11.512001	41.168335	
13.432001	46.022274	
15.390001	48.189564	
17.348001	49.487877	
15.732001	39.085056	
13.776001	31.481974	
11.814001	24.23612	
9.8780012	17.400421	
7.9260011	10.698734	
5.9700007	4.2412105	
4.0680008	-1.6569006	
2.1060007	-7.411025	
0.14800061	-12.957973	
-1.7719995	-18.759871	
-3.7259996	-24.770205	
-5.6879997	-30.903692	
-7.5899997	-36.895275	
-9.5459995	-43.091763	
-11.496	-49.194714	
-13.41	-54.502094	
-15.374001	-59.417564	
-17.328001	-63.282532	
-15.722	-52.93317	
-13.762	-45.362408	
-11.804	-38.166298	
-9.882	-31.309315	
-7.9259996	-24.588511	
-5.9719996	-18.245596	
-4.0479994	-12.428732	
-2.0859995	-7.1903143	
-0.1359994	-1.9647377	
1.7680007	3.5411806	
3.7280009	9.7440844	
5.684001	16.016335	
7.5880008	21.999743	
9.5480013	27.987337	
11.502001	33.16721	
13.422001	37.728691	
15.380001	42.783077	
17.338001	47.756008	
15.714002	37.246029	
13.758001	29.711054	
11.798001	22.547968	
9.8800011	15.830867	
7.9280009	9.2940359	
5.9720011	2.9398446	
4.046001	-2.8664832	
2.0880008	-8.3418884	
0.13200061	-13.835004	
-1.7779995	-19.532314	
-3.7339995	-25.436514	
-5.6939998	-31.280754	
-7.5899997	-36.947956	
-9.5439997	-42.610439	
-11.504	-47.827141	
-13.42	-52.124699	
-15.374001	-57.014023	
-17.334	-61.972351	
-15.73	-52.227867	
-13.77	-44.682396	
-11.812	-37.56435	
-9.8859997	-30.764317	
-7.928	-24.150347	
-5.9779997	-17.939133	
-4.0619998	-12.319779	
-2.1019995	-7.1196175	
